date,securities_code,securities_name,close,open,high,low,trade_volumn
2020-11-17,6494,九齊,35.45,35.80,35.80,35.20,127
2020-11-17,6496,科懋,28.75,28.60,28.90,28.55,27
2020-11-17,6499,益安,64.00,63.90,65.70,63.90,52
2020-11-17,6506,雙邦,15.75,15.85,15.85,15.65,47
2020-11-17,6508,惠光,29.10,29.00,29.20,28.95,47
2020-11-17,6509,聚和,25.85,25.20,25.95,25.10,"3,267"
2020-11-17,6510,精測,788.00,797.00,808.00,772.00,"1,012"
2020-11-17,6512,啟發電,14.00,13.85,14.00,13.85,2
2020-11-17,6514,芮特-KY,46.20,45.85,46.50,45.80,16
2020-11-17,6516,勤崴國際,78.60,78.20,78.60,78.20,14
2020-11-17,6523,達爾膚,66.70,66.90,67.00,66.00,187
2020-11-17,6527,明達醫,50.30,50.20,50.60,50.00,43
2020-11-17,6530,創威,18.70,18.20,18.70,18.20,41
2020-11-17,6532,瑞耘,58.10,61.20,61.20,58.10,"1,205"
2020-11-17,6535,順藥,35.40,35.30,35.75,35.20,77
2020-11-17,6538,倉和,191.50,191.50,197.00,191.00,"1,165"
2020-11-17,6542,隆中,49.40,49.25,49.40,49.10,15
2020-11-17,6547,高端疫苗,94.30,92.40,94.70,89.60,"3,227"
2020-11-17,6548,長科*,47.05,46.95,47.90,46.85,"2,489"
2020-11-17,6556,勝品,42.80,43.00,43.00,42.80,2
2020-11-17,6560,欣普羅,79.50,79.10,80.90,77.30,550
2020-11-17,6561,是方,366.00,367.00,369.00,364.50,26
2020-11-17,6568,宏觀,131.50,132.00,132.00,131.00,19
2020-11-17,6569,醫揚,121.00,123.00,123.00,121.00,6
2020-11-17,6570,維田,30.15,30.60,31.00,30.15,38
2020-11-17,6574,霈方,57.30,58.00,58.00,55.10,9
2020-11-17,6576,逸達,101.50,96.00,101.50,94.50,"2,044"
2020-11-17,6577,勁豐,70.30,70.50,71.00,70.30,13
2020-11-17,6578,達邦蛋白,19.10,19.30,19.30,19.05,39
2020-11-17,6588,東典光電,84.00,79.30,84.00,78.00,524
2020-11-17,6589,台康生技,50.60,51.10,51.90,49.85,"1,134"
2020-11-17,6590,普鴻,53.30,53.70,53.70,52.00,5
2020-11-17,6593,台灣銘板,25.90,25.90,25.90,25.90,1
2020-11-17,6594,展匯科,30.35,30.90,31.10,30.35,46
2020-11-17,6596,寬宏藝術,48.70,48.80,49.20,48.65,29
2020-11-17,6603,富強鑫,12.55,12.70,12.90,12.50,491
2020-11-17,6609,瀧澤科,23.70,23.80,23.90,23.10,56
2020-11-17,6612,奈米醫材,61.50,60.80,61.50,60.80,31
2020-11-17,6613,朋億,138.50,138.50,138.50,138.00,41
2020-11-17,6615,慧智,55.30,55.70,55.70,55.30,8
2020-11-17,6616,特昇-KY,29.10,29.20,29.20,29.10,7
2020-11-17,6624,萬年清,37.00,37.30,37.30,37.00,4
2020-11-17,6629,泰金-KY,72.80,73.10,73.10,72.70,19
2020-11-17,6640,均華,45.80,47.60,47.60,45.50,65
2020-11-17,6642,富致,38.30,38.80,39.00,38.30,16
2020-11-17,6643,M31,310.50,318.50,321.50,309.00,477
2020-11-17,6649,台生材,31.40,31.45,31.45,30.75,12
2020-11-17,6654,天正國際,50.80,51.10,51.20,50.80,6
2020-11-17,6662,樂斯科,35.70,35.70,35.80,35.70,5
2020-11-17,6664,群翊,59.30,60.00,60.00,59.30,47
2020-11-17,6667,信紘科,66.80,67.70,69.40,66.80,459
2020-11-17,6679,鈺太,200.00,202.50,205.50,200.00,"1,013"
2020-11-17,6680,鑫創電子,----,----,----,----,0
2020-11-17,6683,雍智科技,317.50,326.50,328.50,317.00,"1,052"
2020-11-17,6690,安碁資訊,149.00,151.00,151.00,148.00,43
2020-11-17,6697,東捷資訊,37.30,37.20,37.35,37.20,18
2020-11-17,6703,軒郁,115.50,113.50,117.00,113.00,189
2020-11-17,6716,應廣,67.20,67.50,67.50,66.10,19
2020-11-17,6732,昇佳電子,774.00,768.00,783.00,756.00,737
2020-11-17,6803,崑鼎,214.50,216.00,216.00,214.00,39
2020-11-17,7402,邑錡,----,----,----,----,0
2020-11-17,7556,意德士,130.00,122.00,130.00,121.00,537
2020-11-17,8024,佑華,9.14,9.23,9.23,9.10,16
2020-11-17,8027,鈦昇,73.80,74.70,75.10,73.30,752
2020-11-17,8032,光菱,21.35,21.40,21.40,21.10,13
2020-11-17,8034,榮群,15.65,16.20,16.25,15.65,368
2020-11-17,8038,長園科,37.95,37.80,38.50,36.00,414
2020-11-17,8040,九暘,15.80,16.20,16.20,15.75,187
2020-11-17,8042,金山電,38.60,37.60,39.60,37.50,339
2020-11-17,8043,蜜望實,24.65,24.90,25.15,24.60,186
2020-11-17,8044,網家,90.50,92.80,93.30,90.40,"1,343"
2020-11-17,8047,星雲,11.50,11.55,11.80,11.30,31
2020-11-17,8048,德勝,27.70,27.90,28.00,27.70,63
2020-11-17,8049,晶采,19.70,19.85,19.85,19.65,157
2020-11-17,8050,廣積,39.90,39.90,40.10,39.85,61
2020-11-17,8054,安國,17.90,17.95,18.10,17.70,197
2020-11-17,8059,凱碩,12.05,12.30,12.30,11.60,187
2020-11-17,8064,東捷,13.15,13.30,13.30,13.15,75
2020-11-17,8066,來思達,56.00,56.40,56.40,56.00,39
2020-11-17,8067,志旭,10.15,10.15,10.15,10.15,1
2020-11-17,8068,全達,28.90,29.15,29.15,28.50,11
2020-11-17,8069,元太,38.90,39.50,39.50,38.90,"1,619"
2020-11-17,8071,能率網通,11.65,11.70,11.70,11.65,29
2020-11-17,8074,鉅橡,18.30,18.50,19.55,18.00,841
2020-11-17,8076,伍豐,26.75,26.85,27.10,26.75,219
2020-11-17,8077,洛碁,8.01,8.00,8.26,7.98,14
2020-11-17,8080,永利聯合,3.65,3.60,3.65,3.55,9
2020-11-17,8083,瑞穎,201.00,203.50,203.50,200.00,31
2020-11-17,8084,巨虹,71.50,71.10,71.50,68.20,243
2020-11-17,8085,福華,6.89,6.38,6.89,6.37,678
2020-11-17,8086,宏捷科,118.50,121.00,127.00,117.00,"36,862"
2020-11-17,8087,華鎂鑫,----,----,----,----,0
2020-11-17,8088,品安,26.00,24.90,26.00,24.80,"1,314"
2020-11-17,8089,康全電訊,54.40,57.60,58.90,54.10,"2,620"
2020-11-17,8091,翔名,69.30,70.90,70.90,69.30,96
2020-11-17,8092,建暐,8.30,8.11,8.30,8.11,24
2020-11-17,8093,保銳,8.53,8.69,8.69,8.52,113
2020-11-17,8096,擎亞,12.35,12.40,12.40,12.20,198
2020-11-17,8097,常珵,11.50,11.40,11.50,11.40,2
2020-11-17,8099,大世科,21.05,21.30,21.30,21.00,62
2020-11-17,8107,大億金茂,16.90,17.05,17.05,16.80,90
2020-11-17,8109,博大,65.50,65.40,66.50,65.40,48
2020-11-17,8111,立碁,17.60,17.25,17.90,17.25,"1,684"
2020-11-17,8121,越峰,16.00,16.25,16.40,15.80,357
2020-11-17,8147,正淩,38.80,38.50,39.00,38.50,25
2020-11-17,8155,博智,117.50,121.50,121.50,117.00,309
2020-11-17,8171,天宇,38.65,39.40,39.40,38.55,168
2020-11-17,8176,智捷,8.50,8.49,8.50,8.41,40
2020-11-17,8182,加高,27.30,27.20,27.45,27.10,217
2020-11-17,8183,精星,18.50,18.55,18.60,18.40,153
2020-11-17,8234,新漢,23.30,23.15,23.30,23.10,29
2020-11-17,8240,華宏,28.90,29.45,29.45,28.80,218
2020-11-17,8255,朋程,95.10,96.00,96.20,94.70,236
2020-11-17,8277,商丞,6.67,6.71,6.80,6.67,31
2020-11-17,8279,生展,113.00,112.50,113.50,112.50,21
2020-11-17,8284,三竹,48.65,48.85,48.90,48.60,23
2020-11-17,8289,泰藝,11.45,11.40,11.45,11.25,51
2020-11-17,8291,尚茂,3.21,3.21,3.21,3.21,16
2020-11-17,8299,群聯,322.00,328.00,329.50,320.50,"1,912"
2020-11-17,8342,益張,52.70,52.60,52.70,52.60,6
2020-11-17,8349,恒耀,56.40,57.20,57.30,56.30,124
2020-11-17,8349A,恒耀甲特,44.30,44.20,44.55,44.20,30
2020-11-17,8354,冠好,16.85,16.85,16.90,16.80,7
2020-11-17,8358,金居,44.50,45.50,45.95,43.80,"11,598"
2020-11-17,8383,千附,41.60,41.35,41.70,40.95,627
2020-11-17,8390,金益鼎,24.05,24.05,24.15,23.80,517
2020-11-17,8401,白紗科,10.95,11.00,11.00,10.80,13
2020-11-17,8403,盛弘,35.05,35.55,35.60,34.95,577
2020-11-17,8406,金可-KY,150.00,155.00,156.00,150.00,629
2020-11-17,8409,商之器,17.95,17.90,17.95,17.65,6
2020-11-17,8410,森田,44.30,44.20,44.50,44.00,95
2020-11-17,8415,大國鋼,25.70,25.60,26.00,25.60,18
2020-11-17,8416,實威,115.00,115.50,115.50,114.00,7
2020-11-17,8418,捷必勝-KY,12.90,12.90,12.90,12.90,1
2020-11-17,8420,明揚,24.40,24.10,24.40,24.05,8
2020-11-17,8421,旭源,9.92,9.75,9.92,9.75,11
2020-11-17,8423,保綠-KY,16.30,16.55,16.55,16.30,13
2020-11-17,8424,惠普,50.40,49.95,50.50,49.95,11
2020-11-17,8426,紅木-KY,13.35,12.90,14.00,12.90,70
2020-11-17,8431,匯鑽科,65.00,64.90,66.10,64.50,209
2020-11-17,8432,東生華,61.80,62.00,62.00,61.70,13
2020-11-17,8433,弘帆,40.10,40.10,40.15,39.70,17
2020-11-17,8435,鉅邁,50.00,50.20,50.20,50.00,17
2020-11-17,8436,大江,222.00,219.50,224.50,214.50,"1,360"
2020-11-17,8437,大地-KY,181.00,181.50,181.50,180.50,35
2020-11-17,8440,綠電,18.10,17.80,18.70,17.80,340
2020-11-17,8444,綠河-KY,71.50,71.60,71.70,71.10,10
2020-11-17,8446,華研,107.00,108.50,108.50,106.00,93
2020-11-17,8450,霹靂,24.60,24.85,24.85,24.50,17
2020-11-17,8455,大拓-KY,19.75,19.75,19.75,19.75,1
2020-11-17,8472,夠麻吉,41.00,41.00,41.00,41.00,4
2020-11-17,8476,台境,20.80,21.00,21.00,20.80,9
2020-11-17,8477,創業家,40.20,39.75,40.20,39.70,31
2020-11-17,8489,三貝德,54.60,54.90,55.40,54.30,66
2020-11-17,8905,裕國,14.95,15.00,15.00,14.90,68
2020-11-17,8906,花王,18.00,17.95,18.00,17.95,7
2020-11-17,8908,欣雄,51.90,52.00,52.00,51.80,6
2020-11-17,8916,光隆,39.95,39.90,40.00,39.90,65
2020-11-17,8916A,光隆甲特,50.20,50.20,50.20,50.20,4
2020-11-17,8917,欣泰,----,----,----,----,0
2020-11-17,8921,沈氏,13.40,13.40,13.40,13.40,1
2020-11-17,8923,時報,14.95,14.90,14.95,14.90,2
2020-11-17,8924,大田,63.50,63.90,64.50,62.80,910
2020-11-17,8927,北基,17.50,18.00,18.00,17.20,559
2020-11-17,8928,鉅明,28.90,28.90,29.00,28.85,18
2020-11-17,8929,富堡,21.55,21.65,21.95,21.55,25
2020-11-17,8930,青鋼,13.00,13.00,13.00,12.85,23
2020-11-17,8931,大汽電,29.90,29.60,29.90,29.60,38
2020-11-17,8932,宏大,21.35,20.80,22.00,20.80,625
2020-11-17,8933,愛地雅,12.35,12.35,12.45,12.30,175
2020-11-17,8934,衡平,36.10,36.00,36.10,36.00,21
2020-11-17,8935,邦泰,7.78,7.77,7.78,7.75,14
2020-11-17,8936,國統,24.00,23.10,24.00,22.80,"3,149"
2020-11-17,8937,合騏,16.40,16.20,16.60,16.20,24
2020-11-17,8938,明安,42.50,43.65,43.70,42.15,534
2020-11-17,8941,關中,38.55,38.90,38.90,38.55,2
2020-11-17,8942,森鉅,58.30,58.00,58.50,57.70,303
2020-11-17,9949,琉園,12.90,12.65,12.90,12.65,2
2020-11-17,9950,萬國通,9.73,9.90,10.40,9.73,21
2020-11-17,9951,皇田,86.20,87.80,87.90,86.20,421
2020-11-17,9960,邁達康,----,----,----,----,0
2020-11-17,9962,有益,9.07,8.99,9.07,8.96,22
2020-11-17,020001,富邦存股雙十N,5.77,5.77,5.77,5.75,9
2020-11-17,020003,統一漲升股利150N,12.39,12.39,12.39,12.39,1
2020-11-17,020009,群益A50綠碳N,----,----,----,----,0
2020-11-17,020010,永昌富櫃200N,12.80,12.82,12.90,12.80,26
2020-11-17,020013,元富亞洲高股息N,----,----,----,----,0
2020-11-17,020014,元大富櫃200N,5.95,5.93,5.95,5.93,3
2020-11-17,020017,永豐富櫃200N,----,----,----,----,0
2020-11-17,72747P,櫃200T永昌9C售05,----,----,----,----,0
2020-11-17,72832P,櫃200永昌9C售04,----,----,----,----,0
2020-11-17,72833P,櫃200永昌9C售05,----,----,----,----,0
2020-11-17,73023P,新普中信9C售01,----,----,----,----,0
2020-11-17,73024P,譜瑞中信9C售01,----,----,----,----,0
2020-11-17,73047P,宏捷科元富9C售03,----,----,----,----,0
2020-11-17,73051P,台燿元富9C售02,----,----,----,----,0
2020-11-17,73069P,聯亞富邦9B售01,----,----,----,----,0
2020-11-17,73103P,穩懋富邦9C售01,----,----,----,----,0
2020-11-17,73122P,宏捷科元大9B售03,----,----,----,----,0
2020-11-17,73127P,鈊象元大9B售05,----,----,----,----,0
2020-11-17,73133P,神盾國票9B售02,----,----,----,----,0
2020-11-17,73134P,神盾國票9B售03,----,----,----,----,0
2020-11-17,73143P,環球晶富邦9B售04,----,----,----,----,0
2020-11-17,73149P,穩懋中信9C售02,----,----,----,----,0
2020-11-17,73154P,神盾元大9B售03,----,----,----,----,0
2020-11-17,73162P,穩懋統一9B售04,----,----,----,----,0
2020-11-17,73178P,環球晶中信9C售03,----,----,----,----,0
2020-11-17,73182P,神盾元大9C售01,0.90,0.89,0.90,0.89,2
2020-11-17,73198P,頎邦群益9C售02,----,----,----,----,0
2020-11-17,73201P,台燿凱基9B售02,----,----,----,----,0
2020-11-17,73202P,穩懋凱基9B售04,----,----,----,----,0
2020-11-17,73203P,泰博國票9B售01,0.60,0.60,0.60,0.60,1
2020-11-17,73204P,大江群益9B售02,----,----,----,----,0
2020-11-17,73205P,大學光國票9C售02,----,----,----,----,0
2020-11-17,73206P,群聯國票9C售01,----,----,----,----,0
2020-11-17,73207P,環球晶國票9B售03,----,----,----,----,0
2020-11-17,73208P,世界凱基9B售02,----,----,----,----,0
2020-11-17,73209P,信驊元大9B售03,----,----,----,----,0
2020-11-17,73210P,群聯元大9B售08,----,----,----,----,0
2020-11-17,73211P,環球晶元富9B售05,----,----,----,----,0
2020-11-17,73212P,精測國泰9C售03,----,----,----,----,0
2020-11-17,73213P,宇峻國票9C售01,----,----,----,----,0
2020-11-17,73214P,鈊象國票9C售01,----,----,----,----,0
2020-11-17,73215P,群聯凱基9B售08,----,----,----,----,0
2020-11-17,73216P,環球晶凱基9B售06,----,----,----,----,0
2020-11-17,73217P,中美晶元富9B售04,----,----,----,----,0
2020-11-17,73218P,信驊元富9B售02,----,----,----,----,0
2020-11-17,73219P,鈊象元大9B售07,----,----,----,----,0
2020-11-17,73220P,雙鴻永豐9B售02,----,----,----,----,0
2020-11-17,73221P,網家國票9B售03,----,----,----,----,0
2020-11-17,73222P,雙美國票9C售01,----,----,----,----,0
2020-11-17,73223P,穩懋元富9B售01,----,----,----,----,0
2020-11-17,73224P,碩禾台新9B售01,----,----,----,----,0
2020-11-17,73225P,原相國泰9C售02,----,----,----,----,0
2020-11-17,73226P,群聯元大9B售11,----,----,----,----,0
2020-11-17,73227P,穩懋統一9B售10,----,----,----,----,0
2020-11-17,73228P,新普元富9B售02,----,----,----,----,0
2020-11-17,73229P,穩懋元富9B售02,----,----,----,----,0
2020-11-17,73230P,信驊永豐9B售02,----,----,----,----,0
2020-11-17,73231P,元太元富9B售03,----,----,----,----,0
2020-11-17,73232P,新普群益9C售02,----,----,----,----,0
2020-11-17,73233P,聯亞國票9C售01,----,----,----,----,0
2020-11-17,73234P,鈊象國票9C售02,----,----,----,----,0
2020-11-17,73235P,信驊元大9B售04,----,----,----,----,0
2020-11-17,73236P,雙鴻元大9B售03,----,----,----,----,0
2020-11-17,73237P,穩懋國泰9C售02,----,----,----,----,0
2020-11-17,73238P,神盾群益9B售04,----,----,----,----,0
2020-11-17,73239P,穩懋元大9B售03,----,----,----,----,0
2020-11-17,73240P,信驊凱基9B售04,----,----,----,----,0
2020-11-17,73241P,頎邦元富9B售02,----,----,----,----,0
2020-11-17,73242P,中美晶凱基9C售02,----,----,----,----,0
2020-11-17,73243P,雍智國票01售01,0.05,0.05,0.05,0.05,1
2020-11-17,73244P,鈊象國票9C售03,----,----,----,----,0
2020-11-17,73245P,譜瑞中信06售02,0.56,0.56,0.56,0.56,1
2020-11-17,73246P,群聯元富9C售02,----,----,----,----,0
2020-11-17,73247P,群聯凱基9C售01,----,----,----,----,0
2020-11-17,73248P,群聯群益9C售01,----,----,----,----,0
2020-11-17,73249P,穩懋台新9C售01,----,----,----,----,0
2020-11-17,73250P,新普凱基9C售02,----,----,----,----,0
2020-11-17,73251P,穩懋元大9C售05,----,----,----,----,0
2020-11-17,73252P,原相凱基9C售01,----,----,----,----,0
2020-11-17,73253P,雙鴻凱基9C售03,----,----,----,----,0
2020-11-17,73254P,鈊象凱基9C售02,----,----,----,----,0
2020-11-17,73255P,頎邦凱基9C售03,----,----,----,----,0
2020-11-17,73256P,凡甲國票01售01,0.64,0.64,0.64,0.64,1
2020-11-17,73257P,智擎元富9C售01,----,----,----,----,0
2020-11-17,73258P,鈊象群益9C售03,----,----,----,----,0
2020-11-17,73259P,元太統一9C售02,----,----,----,----,0
2020-11-17,73260P,鈊象元大9C售08,----,----,----,----,0
2020-11-17,73261P,精測元大9C售05,----,----,----,----,0
2020-11-17,73262P,台燿群益9C售02,----,----,----,----,0
2020-11-17,73263P,大江群益9C售04,----,----,----,----,0
2020-11-17,73264P,網家群益9C售02,----,----,----,----,0
2020-11-17,73265P,大江永豐9C售02,----,----,----,----,0
2020-11-17,73266P,大江元富9C售02,----,----,----,----,0
2020-11-17,73267P,群聯元富9C售04,----,----,----,----,0
2020-11-17,73268P,雙鴻元富9C售02,----,----,----,----,0
2020-11-17,73269P,鈊象元富9C售02,----,----,----,----,0
2020-11-17,73270P,聯亞凱基9C售03,----,----,----,----,0
2020-11-17,73271P,環球晶群益9C售03,----,----,----,----,0
2020-11-17,73272P,大學光國票02售01,0.22,0.22,0.22,0.22,29
2020-11-17,73273P,精測凱基9C售02,----,----,----,----,0
2020-11-17,73274P,聯亞統一9C售02,----,----,----,----,0
2020-11-17,73275P,聯亞元富9C售02,0.65,0.66,0.66,0.65,7
2020-11-17,73276P,鈊象元富06售02,0.72,0.72,0.72,0.72,3
2020-11-17,73277P,原相元大9C售02,----,----,----,----,0
2020-11-17,73278P,櫃200第一9C售01,----,----,----,----,0
2020-11-17,73279P,威剛永豐9C售03,----,----,----,----,0
2020-11-17,73280P,原相永豐9C售03,----,----,----,----,0
2020-11-17,73281P,大江凱基9C售03,----,----,----,----,0
2020-11-17,73282P,威剛群益01售02,----,----,----,----,0
2020-11-17,73283P,穩懋國票01售03,0.15,0.15,0.15,0.15,1
2020-11-17,73284P,元太元大9C售04,----,----,----,----,0
2020-11-17,73285P,力旺國票9C售01,----,----,----,----,0
2020-11-17,73286P,力旺元富9C售03,----,----,----,----,0
2020-11-17,73287P,穩懋統一9C售07,----,----,----,----,0
2020-11-17,73288P,威剛凱基9C售01,----,----,----,----,0
2020-11-17,73289P,環球晶元大9C售11,----,----,----,----,0
2020-11-17,73290P,譜瑞元大9C售02,----,----,----,----,0
2020-11-17,73291P,合晶凱基9C售01,----,----,----,----,0
2020-11-17,73292P,大江群益9C售05,----,----,----,----,0
2020-11-17,73293P,譜瑞國票01售02,0.30,0.30,0.30,0.30,1
2020-11-17,73294P,元太凱基9C售03,----,----,----,----,0
2020-11-17,73295P,譜瑞凱基9C售02,----,----,----,----,0
2020-11-17,73296P,信驊群益9C售03,----,----,----,----,0
2020-11-17,73297P,環球晶群益01售04,----,----,----,----,0
2020-11-17,73298P,金居群益01售01,----,----,----,----,0
2020-11-17,73299P,神盾群益01售01,----,----,----,----,0
2020-11-17,73300P,譜瑞群益9C售02,0.15,0.15,0.15,0.15,1
2020-11-17,73301P,穩懋凱基9C售05,----,----,----,----,0
2020-11-17,73302P,鈊象凱基9C售05,----,----,----,----,0
2020-11-17,73303P,雙鴻群益01售01,----,----,----,----,0
2020-11-17,73304P,倉和元大9C售04,----,----,----,----,0
2020-11-17,73305P,金居國票01售01,0.63,0.57,0.65,0.57,4
2020-11-17,73306P,信驊凱基9C售02,----,----,----,----,0
2020-11-17,73307P,元太群益9C售02,----,----,----,----,0
2020-11-17,73308P,倉和群益9C售03,----,----,----,----,0
2020-11-17,73309P,璟德元富9C售03,0.43,0.43,0.43,0.43,1
2020-11-17,73310P,鈊象元富06售03,----,----,----,----,0
2020-11-17,73311P,穩懋富邦01售03,0.20,0.18,0.20,0.18,3
2020-11-17,73312P,譜瑞元大9C售04,0.33,0.32,0.33,0.32,4
2020-11-17,73313P,鈊象元大9C售12,----,----,----,----,0
2020-11-17,73314P,穩懋中信04售02,----,----,----,----,0
2020-11-17,73315P,宏捷科群益9C售03,----,----,----,----,0
2020-11-17,73316P,精測群益9C售01,0.38,0.38,0.38,0.38,1
2020-11-17,73317P,鈊象群益9C售05,----,----,----,----,0
2020-11-17,73318P,中美晶群益9C售03,----,----,----,----,0
2020-11-17,73319P,旺矽國票01售02,0.12,0.10,0.12,0.09,32
2020-11-17,73320P,信驊國票01售03,0.68,0.65,0.68,0.65,2
2020-11-17,73321P,鈊象國票01售05,0.70,0.70,0.71,0.70,4
2020-11-17,73322P,譜瑞中信06售04,----,----,----,----,0
2020-11-17,73323P,力旺元大9C售05,----,----,----,----,0
2020-11-17,73324P,精測群益9C售02,----,----,----,----,0
2020-11-17,73325P,聯亞群益9C售03,0.76,0.76,0.76,0.76,1
2020-11-17,73326P,力旺凱基9C售02,----,----,----,----,0
2020-11-17,73327P,環球晶凱基9C售03,----,----,----,----,0
2020-11-17,73328P,環球晶凱基9C售04,----,----,----,----,0
2020-11-17,73329P,信驊元大01售03,----,----,----,----,0
2020-11-17,73330P,神盾永豐01售02,0.90,0.88,0.90,0.88,3
2020-11-17,73331P,雙鴻永豐01售01,----,----,----,----,0
2020-11-17,73332P,大學光國票02售02,----,----,----,----,0
2020-11-17,73333P,譜瑞國票02售01,0.57,0.57,0.57,0.57,2
2020-11-17,73334P,鈊象國票02售01,0.91,0.91,0.91,0.91,1
2020-11-17,73335P,原相群益01售02,0.08,0.08,0.08,0.08,1
2020-11-17,73336P,聯亞群益01售02,0.62,0.62,0.62,0.62,2
2020-11-17,73337P,大學光群益02售01,----,----,----,----,0
2020-11-17,73338P,原相永豐01售02,----,----,----,----,0
2020-11-17,73339P,鈊象永豐01售01,0.63,0.64,0.64,0.63,2
2020-11-17,73340P,鈊象凱基01售01,0.51,0.51,0.51,0.51,1
2020-11-17,73341P,威剛國票03售01,----,----,----,----,0
2020-11-17,73342P,鈊象元富07售03,1.82,1.80,1.82,1.80,3
2020-11-17,73343P,原相凱基01售03,----,----,----,----,0
2020-11-17,73344P,力旺國票02售01,0.40,0.34,0.40,0.34,11
2020-11-17,73345P,穩懋兆豐01售02,----,----,----,----,0
2020-11-17,73346P,大學光元大01售02,----,----,----,----,0
2020-11-17,73347P,力旺永豐01售01,----,----,----,----,0
2020-11-17,73348P,鈊象群益01售04,----,----,----,----,0
2020-11-17,73349P,信驊元富01售01,----,----,----,----,0
2020-11-17,73350P,穩懋台新01售01,0.28,0.28,0.28,0.28,1
2020-11-17,73351P,穩懋凱基01售02,----,----,----,----,0
2020-11-17,73352P,鈊象元大01售07,1.14,1.14,1.14,1.14,1
2020-11-17,73353P,神盾群益01售04,----,----,----,----,0
2020-11-17,73354P,神盾凱基01售02,0.95,0.96,0.96,0.95,3
2020-11-17,73355P,精測凱基01售06,0.77,0.77,0.77,0.77,1
2020-11-17,73356P,鈊象群益01售06,----,----,----,----,0
2020-11-17,73357P,宣德永豐01售01,0.10,0.10,0.10,0.10,1
2020-11-17,73358P,群聯元富07售02,0.66,0.64,0.66,0.64,3
2020-11-17,73359P,鈊象元富07售05,1.85,1.85,1.85,1.85,1
2020-11-17,73360P,雙鴻國票03售01,0.30,0.23,0.30,0.23,14
2020-11-17,73361P,昇佳電國泰01售01,----,----,----,----,0
2020-11-17,73362P,精測群益01售08,1.00,0.95,1.00,0.95,5
2020-11-17,73363P,威剛國票03售02,----,----,----,----,0
2020-11-17,73364P,精材元大01售01,0.17,0.17,0.17,0.17,1
2020-11-17,73365P,精材元大01售02,0.20,0.18,0.20,0.15,60
2020-11-17,73366P,精測元大01售06,----,----,----,----,0
2020-11-17,73367P,力旺群益01售03,0.25,0.22,0.25,0.22,5
2020-11-17,73368P,倉和凱基01售02,0.51,0.51,0.51,0.51,1
2020-11-17,73369P,原相凱基02售03,0.60,0.60,0.60,0.60,1
2020-11-17,73370P,精材永豐01售01,0.20,0.25,0.25,0.17,9
2020-11-17,73371P,力旺元大01售06,0.44,0.42,0.44,0.42,2
2020-11-17,73372P,精材群益01售04,0.13,0.13,0.13,0.13,3
2020-11-17,73373P,精測元富01售03,0.76,0.76,0.76,0.76,1
2020-11-17,73374P,譜瑞群益01售01,0.42,0.37,0.42,0.36,5
2020-11-17,73375P,鈊象群益01售08,1.08,1.08,1.09,1.08,4
2020-11-17,73376P,大學光元大01售04,----,----,----,----,0
2020-11-17,73377P,大學光凱基01售04,0.09,0.10,0.10,0.09,3
2020-11-17,73378P,群聯元富07售04,0.70,0.68,0.70,0.68,4
2020-11-17,73379P,鈊象元富07售07,2.53,2.53,2.53,2.53,1
2020-11-17,73380P,環球晶中信03售03,----,----,----,----,0
2020-11-17,73381P,鈊象元大01售11,1.37,1.37,1.37,1.37,2
2020-11-17,73382P,群聯群益04售01,0.52,0.52,0.52,0.52,1
2020-11-17,73383P,櫃200群益01售02,1.25,1.25,1.25,1.25,1
2020-11-17,73384P,凡甲國票03售01,----,----,----,----,0
2020-11-17,73385P,中美晶台新01售01,----,----,----,----,0
2020-11-17,73386P,M31國票03售01,1.21,1.20,1.21,1.20,5
2020-11-17,73387P,優群國票03售01,1.11,1.11,1.11,1.11,1
2020-11-17,73388P,力旺群益01售04,0.26,0.23,0.26,0.23,3
2020-11-17,73389P,穩懋統一01售11,----,----,----,----,0
2020-11-17,73390P,譜瑞凱基01售04,0.64,0.64,0.64,0.64,1
2020-11-17,73391P,前鼎國票03售01,2.49,2.53,2.53,2.49,2
2020-11-17,73392P,智擎國票03售01,2.05,2.05,2.05,2.05,1
2020-11-17,73393P,璟德國票03售01,1.00,1.05,1.05,1.00,2
2020-11-17,73394P,聯亞國票03售01,----,----,----,----,0
2020-11-17,73395P,穩懋國票03售01,0.81,0.81,0.81,0.81,1
2020-11-17,73396P,環球晶兆豐01售01,----,----,----,----,0
2020-11-17,73397P,環球晶元富03售03,0.41,0.43,0.43,0.41,7
2020-11-17,73398P,鈊象元富07售09,----,----,----,----,0
2020-11-17,73399P,力旺凱基01售04,0.58,0.51,0.58,0.51,6
2020-11-17,73400P,新普凱基01售02,0.53,0.54,0.54,0.53,2
2020-11-17,73401P,環球晶凱基01售07,0.66,0.65,0.66,0.65,2
2020-11-17,73402P,創惟群益03售03,1.07,1.07,1.07,1.07,2
2020-11-17,73403P,力旺元大01售08,0.23,0.23,0.23,0.23,1
2020-11-17,73404P,穩懋元富01售03,0.43,0.43,0.43,0.43,1
2020-11-17,73405P,世界群益02售02,0.64,0.64,0.64,0.64,1
2020-11-17,73406P,穩懋凱基02售04,----,----,----,----,0
2020-11-17,73407P,原相永豐01售06,0.73,0.71,0.73,0.71,3
2020-11-17,73408P,原相群益03售03,0.50,0.50,0.50,0.50,1
